Port_IDs,Trade_History,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,Score
3936410995029308417,"[{'time': 1716230296000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 68500.0, 'fee': -13.7, 'feeAsset': 'USDT', 'quantity': 68500.0, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 1.0, 'positionSide': 'SHORT', 'activeBuy': True}, {'time': 1715786470000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 65000.0, 'fee': -19.5, 'feeAsset': 'USDT', 'quantity': 97500.0, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 1.5, 'positionSide': 'SHORT', 'activeBuy': True}, {'time': 1715390021000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 61000.0, 'fee': -12.2, 'feeAsset': 'USDT', 'quantity': 61000.0, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 1.0, 'positionSide': 'SHORT', 'activeBuy': True}, {'time': 1714767663000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 62510.5, 'fee': -3.96941675, 'feeAsset': 'USDT', 'quantity': 7938.8335, 'quantityAsset': 'USDT', 'realizedProfit': 636.3335, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.127, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714767663000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 62510.6, 'fee': -0.0625106, 'feeAsset': 'USDT', 'quantity': 125.0212, 'quantityAsset': 'USDT', 'realizedProfit': 10.0212, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.002, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714767663000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 62510.6, 'fee': -50.1335012, 'feeAsset': 'USDT', 'quantity': 100267.0024, 'quantityAsset': 'USDT', 'realizedProfit': 8037.0024, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 1.604, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714767663000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 62510.7, 'fee': -3.96942945, 'feeAsset': 'USDT', 'quantity': 7938.8589, 'quantityAsset': 'USDT', 'realizedProfit': 636.3589, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.127, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714767663000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 62510.7, 'fee': -4.375749, 'feeAsset': 'USDT', 'quantity': 8751.498, 'quantityAsset': 'USDT', 'realizedProfit': 701.498, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.14, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714548940000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 57500.0, 'fee': -23.0, 'feeAsset': 'USDT', 'quantity': 115000.0, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 2.0, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714079742000, 'symbol': 'BTCUSDT', 'side': 'SELL', 'price': 65010.3, 'fee': -32.50515, 'feeAsset': 'USDT', 'quantity': 65010.3, 'quantityAsset': 'USDT', 'realizedProfit': 660.3, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 1.0, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -10.61774999, 'feeAsset': 'USDT', 'quantity': 53088.75, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.825, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -1.14543, 'feeAsset': 'USDT', 'quantity': 5727.15, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.089, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.48906, 'feeAsset': 'USDT', 'quantity': 2445.3, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.038, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.30888, 'feeAsset': 'USDT', 'quantity': 1544.4, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.024, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.06435, 'feeAsset': 'USDT', 'quantity': 321.75, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.005, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.02574, 'feeAsset': 'USDT', 'quantity': 128.7, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.002, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.05148, 'feeAsset': 'USDT', 'quantity': 257.4, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.004, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.09009, 'feeAsset': 'USDT', 'quantity': 450.45, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.007, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.03861, 'feeAsset': 'USDT', 'quantity': 193.05, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.003, 'positionSide': 'LONG', 'activeBuy': False}, {'time': 1714063996000, 'symbol': 'BTCUSDT', 'side': 'BUY', 'price': 64350.0, 'fee': -0.03861, 'feeAsset': 'USDT', 'quantity': 193.05, 'quantityAsset': 'USDT', 'realizedProfit': 0.0, 'realizedProfitAsset': 'USDT', 'baseAsset': 'BTC', 'qty': 0.003, 'positionSide': 'LONG', 'activeBuy': False}]",1.7910538387345112,10681.514,2.3674577115892487e-18,1.0,30.0,6.0,20,3205.0706215354935
